activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1793748,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCn1c2ccc(NC(=O)Nc3ccc(F)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.65', 'le': '0.30', 'lle': '2.97', 'sei': '9.36'}",CHEMBL374745,,CHEMBL374745,8.70,False,http://www.openphacts.org/units/Nanomolar,619112,=,1,True,=,,IC50,nM,,2.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,2.0
,1793749,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1NC(=O)Nc1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '14.76', 'le': '0.27', 'lle': '2.25', 'sei': '7.92'}",CHEMBL265600,,CHEMBL265600,8.10,False,http://www.openphacts.org/units/Nanomolar,619111,=,1,True,=,,IC50,nM,,8.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,8.0
,1793757,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCOC(=O)Nc1ccc2c(c1)c1c3c(c4c(c1n2CCC)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.29', 'le': '0.32', 'lle': '3.24', 'sei': '9.04'}",CHEMBL373575,,CHEMBL373575,8.15,False,http://www.openphacts.org/units/Nanomolar,619126,=,1,True,=,,IC50,nM,,7.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,7.0
,1793758,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCn1c2ccc(NC(=O)OCC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.93', 'le': '0.31', 'lle': '3.22', 'sei': '8.59'}",CHEMBL219493,,CHEMBL219493,7.75,False,http://www.openphacts.org/units/Nanomolar,619125,=,1,True,=,,IC50,nM,,18.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,18.0
,1793759,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCn1c2ccc(NC(=O)OC(C)C)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.88', 'le': '0.31', 'lle': '3.06', 'sei': '8.83'}",CHEMBL219492,,CHEMBL219492,7.96,False,http://www.openphacts.org/units/Nanomolar,619124,=,1,True,=,,IC50,nM,,11.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,11.0
,1793760,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCn1c2ccc(NC(=O)Oc3ccc(F)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.20', 'le': '0.28', 'lle': '2.26', 'sei': '8.83'}",CHEMBL265284,,CHEMBL265284,7.96,False,http://www.openphacts.org/units/Nanomolar,619123,=,1,True,=,,IC50,nM,,11.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,11.0
,1793761,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCn1c2ccc(NC(=O)Oc3ccc(OC)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.50', 'le': '0.28', 'lle': '2.73', 'sei': '8.35'}",CHEMBL218557,,CHEMBL218557,8.30,False,http://www.openphacts.org/units/Nanomolar,619122,=,1,True,=,,IC50,nM,,5.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,5.0
,1793762,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cn1c2ccc(NC(=O)c3ccco3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.60', 'le': '0.28', 'lle': '2.66', 'sei': '8.18'}",CHEMBL219080,,CHEMBL219080,7.70,False,http://www.openphacts.org/units/Nanomolar,619121,=,1,True,=,,IC50,nM,,20.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,20.0
,1793763,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCn1c2ccc(NC(=O)c3ccco3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.72', 'le': '0.29', 'lle': '2.75', 'sei': '8.01'}",CHEMBL425109,,CHEMBL425109,7.54,False,http://www.openphacts.org/units/Nanomolar,619120,=,1,True,=,,IC50,nM,,29.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,29.0
,1793764,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cn1c2ccc(NC(=O)c3cccs3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.70', 'le': '0.30', 'lle': '2.49', 'sei': '9.88'}",CHEMBL426703,,CHEMBL426703,8.00,False,http://www.openphacts.org/units/Nanomolar,619119,=,1,True,=,,IC50,nM,,10.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,10.0
,1793798,[],CHEMBL856491,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCn1c2ccc(N)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1137253,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.62', 'le': '0.30', 'lle': '2.72', 'sei': '8.52'}",CHEMBL219543,,CHEMBL219543,6.64,False,http://www.openphacts.org/units/Nanomolar,619127,=,1,True,=,,IC50,nM,,230.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,230.0
,1807173,[],CHEMBL908990,Inhibition of Tie2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,,,CHEMBL1139689,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '13.60', 'le': '0.25', 'lle': '0.33', 'sei': '9.77'}",CHEMBL436137,,CHEMBL436137,6.17,False,http://www.openphacts.org/units/Nanomolar,622408,=,1,True,=,,IC50,nM,,678.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,uM,UO_0000065,,0.678
,1815089,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '18.69', 'le': '0.35', 'lle': '2.54', 'sei': '10.52'}",CHEMBL385956,,CHEMBL385956,8.40,False,http://www.openphacts.org/units/Nanomolar,624610,=,1,True,=,,IC50,nM,,4.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,4.0
,1815120,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C4CC4)ccc3N(C)CCCN(C)C)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '13.82', 'le': '0.26', 'lle': '2.47', 'sei': '7.27'}",CHEMBL375793,,CHEMBL375793,7.89,False,http://www.openphacts.org/units/Nanomolar,624641,=,1,True,=,,IC50,nM,,13.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,13.0
,1815121,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(C)C)ccc3N(C)CCCN(C)C)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '14.36', 'le': '0.27', 'lle': '2.55', 'sei': '7.58'}",CHEMBL266311,,CHEMBL266311,8.22,False,http://www.openphacts.org/units/Nanomolar,624640,=,1,True,=,,IC50,nM,,6.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,6.0
,1815122,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.57', 'le': '0.24', 'lle': '1.95', 'sei': '6.94'}",CHEMBL373882,,CHEMBL373882,7.52,False,http://www.openphacts.org/units/Nanomolar,624639,=,1,True,=,,IC50,nM,,30.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,30.0
,1815123,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.82', 'le': '0.24', 'lle': '1.11', 'sei': '6.92'}",CHEMBL221087,,CHEMBL221087,7.28,False,http://www.openphacts.org/units/Nanomolar,624638,=,1,True,=,,IC50,nM,,53.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,53.0
,1815124,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.16', 'le': '0.23', 'lle': '1.49', 'sei': '6.67'}",CHEMBL278965,,CHEMBL278965,7.23,False,http://www.openphacts.org/units/Nanomolar,624637,=,1,True,=,,IC50,nM,,59.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,59.0
,1815125,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cc(C)cnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.06', 'le': '0.23', 'lle': '0.32', 'sei': '6.62'}",CHEMBL219218,,CHEMBL219218,6.97,False,http://www.openphacts.org/units/Nanomolar,624636,=,1,True,=,,IC50,nM,,108.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,108.0
,1815126,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '16.65', 'le': '0.31', 'lle': '2.65', 'sei': '7.85'}",CHEMBL426211,,CHEMBL426211,8.00,False,http://www.openphacts.org/units/Nanomolar,624635,=,1,True,=,,IC50,nM,,10.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,10.0
,1815127,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '14.05', 'le': '0.27', 'lle': '2.23', 'sei': '8.79'}",CHEMBL218646,,CHEMBL218646,8.40,False,http://www.openphacts.org/units/Nanomolar,624634,=,1,True,=,,IC50,nM,,4.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,4.0
,1815128,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '13.06', 'le': '0.25', 'lle': '0.63', 'sei': '8.02'}",CHEMBL219583,,CHEMBL219583,7.40,False,http://www.openphacts.org/units/Nanomolar,624633,=,1,True,=,,IC50,nM,,40.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,40.0
,1815129,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cc(C)cnc2Oc2cccc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)c2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '11.12', 'le': '0.21', 'lle': '-0.84', 'sei': '6.95'}",CHEMBL218431,,CHEMBL218431,6.41,False,http://www.openphacts.org/units/Nanomolar,624632,=,1,True,=,,IC50,nM,,388.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,388.0
,1815130,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '13.17', 'le': '0.25', 'lle': '0.47', 'sei': '8.03'}",CHEMBL218576,,CHEMBL218576,7.41,False,http://www.openphacts.org/units/Nanomolar,624631,=,1,True,=,,IC50,nM,,39.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,39.0
,1815131,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2Cl)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.90', 'le': '0.25', 'lle': '0.23', 'sei': '8.15'}",CHEMBL374997,,CHEMBL374997,7.52,False,http://www.openphacts.org/units/Nanomolar,624630,=,1,True,=,,IC50,nM,,30.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,30.0
,1815132,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2F)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.72', 'le': '0.24', 'lle': '0.44', 'sei': '7.81'}",CHEMBL374259,,CHEMBL374259,7.21,False,http://www.openphacts.org/units/Nanomolar,624629,=,1,True,=,,IC50,nM,,62.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,62.0
,1815133,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cccc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)c2)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.77', 'le': '0.24', 'lle': '0.37', 'sei': '7.59'}",CHEMBL221119,,CHEMBL221119,7.00,False,http://www.openphacts.org/units/Nanomolar,624628,=,1,True,=,,IC50,nM,,99.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,99.0
,1815134,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2CCCCC2)cc1NC(=O)c1ccc(C)c(Oc2ncccc2-c2ncnc3cc(OC)c(OC)cc23)c1,,,CHEMBL1141380,J. Med. Chem.,2007.0,,CHEMBL375792,,CHEMBL375792,,False,http://www.openphacts.org/units/Nanomolar,624627,>,1,True,>,,IC50,nM,,25000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,25000.0
,1815135,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2CCCCC2)cc1NC(=O)c1ccc(C)c(Oc2ncccc2-c2ccnc3ccccc23)c1,,,CHEMBL1141380,J. Med. Chem.,2007.0,,CHEMBL375577,,CHEMBL375577,,False,http://www.openphacts.org/units/Nanomolar,624626,>,1,True,>,,IC50,nM,,25000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,25000.0
,1815136,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C4CCCCC4)ccc3OC)ccc2C)ccn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '13.79', 'le': '0.25', 'lle': '-0.38', 'sei': '8.44'}",CHEMBL218040,,CHEMBL218040,7.21,False,http://www.openphacts.org/units/Nanomolar,624625,=,1,True,=,,IC50,nM,,62.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,62.0
,1815137,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C4CCCCC4)ccc3OC)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '14.60', 'le': '0.27', 'lle': '1.28', 'sei': '6.89'}",CHEMBL220640,,CHEMBL220640,7.66,False,http://www.openphacts.org/units/Nanomolar,624624,=,1,True,=,,IC50,nM,,22.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,22.0
,1815138,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C4CCCCC4)ccc3OC)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '16.04', 'le': '0.29', 'lle': '1.41', 'sei': '8.55'}",CHEMBL220550,,CHEMBL220550,8.40,False,http://www.openphacts.org/units/Nanomolar,624623,=,1,True,=,,IC50,nM,,4.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,4.0
,1815139,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCOCC3)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '14.17', 'le': '0.27', 'lle': '2.21', 'sei': '7.88'}",CHEMBL219158,,CHEMBL219158,8.00,True,http://www.openphacts.org/units/Nanomolar,624622,=,1,True,=,,IC50,nM,,10.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,10.0
,1815140,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCOCC2)cc1Oc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '11.95', 'le': '0.22', 'lle': '0.65', 'sei': '7.15'}",CHEMBL220052,,CHEMBL220052,6.40,False,http://www.openphacts.org/units/Nanomolar,624621,=,1,True,=,,IC50,nM,,399.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,399.0
,1815141,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '18.77', 'le': '0.35', 'lle': '3.05', 'sei': '10.11'}",CHEMBL218632,,CHEMBL218632,9.00,False,http://www.openphacts.org/units/Nanomolar,624620,=,1,True,=,,IC50,nM,,1.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1.0
,1815142,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)cc1Oc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.06', 'le': '0.23', 'lle': '-0.46', 'sei': '8.02'}",CHEMBL276395,,CHEMBL276395,6.44,False,http://www.openphacts.org/units/Nanomolar,624619,=,1,True,=,,IC50,nM,,366.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,366.0
,1815143,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Oc2ncccc2-c2ccncn2)c1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '14.54', 'le': '0.27', 'lle': '1.07', 'sei': '8.10'}",CHEMBL220549,,CHEMBL220549,6.99,False,http://www.openphacts.org/units/Nanomolar,624618,=,1,True,=,,IC50,nM,,103.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,103.0
,1815144,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1Oc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.36', 'le': '0.23', 'lle': '-0.34', 'sei': '7.23'}",CHEMBL375447,,CHEMBL375447,5.57,False,http://www.openphacts.org/units/Nanomolar,624617,=,1,True,=,,IC50,nM,,2700.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,2700.0
,1815145,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Oc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '15.13', 'le': '0.28', 'lle': '0.91', 'sei': '8.85'}",CHEMBL218425,,CHEMBL218425,6.82,False,http://www.openphacts.org/units/Nanomolar,624616,=,1,True,=,,IC50,nM,,153.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,153.0
,1815146,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)cc1Nc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '12.66', 'le': '0.24', 'lle': '-0.11', 'sei': '8.12'}",CHEMBL373682,,CHEMBL373682,6.74,False,http://www.openphacts.org/units/Nanomolar,624615,=,1,True,=,,IC50,nM,,181.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,181.0
,1815147,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Nc2ncccc2-c2ccncn2)c1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '15.36', 'le': '0.29', 'lle': '1.50', 'sei': '8.27'}",CHEMBL219996,,CHEMBL219996,7.37,False,http://www.openphacts.org/units/Nanomolar,624614,=,1,True,=,,IC50,nM,,43.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,43.0
,1815148,[],CHEMBL908503,Inhibition of Tie2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cc(CCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,,,CHEMBL1141380,J. Med. Chem.,2007.0,"{'bei': '16.84', 'le': '0.32', 'lle': '2.64', 'sei': '10.84'}",CHEMBL221484,,CHEMBL221484,9.00,False,http://www.openphacts.org/units/Nanomolar,624613,=,1,True,=,,IC50,nM,,1.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1.0
